id,name,x,y,type,fullname,state,etymology,common,hamilton,language,granularlanguage,etycount,category,subcategory,ety1,cat2,subcat2,ety2,cat3,subcat3,ety3,cat4,subcat4,ety4,year
17055,Franklin ,43.5,24.0,County,Franklin County,Illinois,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1818
18047,Franklin ,52.5,20.0,County,Franklin County,Indiana,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1811
19069,Franklin ,36.0,11.0,County,Franklin County,Iowa,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1851
20059,Franklin ,30.0,23.0,County,Franklin County,Kansas,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1855
21073,Franklin ,53.0,25.0,County,Franklin County,Kentucky,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1794
23007,Franklin ,82.5,8.0,County,Franklin County,Maine,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1838
25011,Franklin ,79.0,15.0,County,Franklin County,Massachusetts,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1811
28037,Franklin ,42.5,46.0,County,Franklin County,Mississippi,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1809
29071,Franklin ,39.0,23.0,County,Franklin County,Missouri,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1818
31061,Franklin ,23.0,19.0,County,Franklin County,Nebraska,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1867
36033,Franklin ,74.0,9.0,County,Franklin County,New York,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1808
37069,Franklin ,71.0,35.0,County,Franklin County,North Carolina,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1779
39049,Franklin ,58.5,18.0,County,Franklin County,Ohio,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1803
42055,Franklin ,68.5,18.0,County,Franklin County,Pennsylvania,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1784
47051,Franklin ,50.5,36.0,County,Franklin County,Tennessee,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1807
50011,Franklin ,77.0,9.0,County,Franklin County,Vermont,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1792
51067,Franklin ,67.5,30.0,County,Franklin County,Virginia,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1785
53021,Franklin ,6.0,9.0,County,Franklin County,Washington,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1883
16041,Franklin ,10.5,16.0,County,Franklin County,Idaho,"Named for Franklin D. Richards (1821–1899), an early apostle of the LDS Church.",TRUE,,euro,English,,people,man,,,,,,,,,,,1913
48159,Franklin ,33.0,37.0,County,Franklin County,Texas,"Named for Generally believed to have been named after Judge Benjamin C. Franklin, the first appointed justice in the Republic of Texas.",TRUE,,euro,,,people,man,,,,,,,,,,,1875
22041,Franklin ,40.0,43.0,Parish,Franklin Parish,Louisiana,"Named for Benjamin Franklin (1706–1790), one of the Founding Fathers of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1843
18053,Grant ,51.0,15.0,County,Grant County,Indiana,Named for Captains Samuel and Moses Grant of Kentucky.,TRUE,,euro,,,people,group,,,,,,,,,,,1831
21081,Grant ,54.0,23.0,County,Grant County,Kentucky,"Named for Samuel Grant (1762–1789 or 1794), John Grant (1754–1826), and/or Squire Grant (1764–1833), early settlers of Kentucky.",TRUE,,euro,,,people,man,,,,,,,,,,,1820
55043,Grant ,43.0,9.0,County,Grant County,Wisconsin,"Named for the Grant River, which was likely named for James Grant, an early trapper on the river.",TRUE,,euro,,2,nature,water,Named for the Grant River,people,man,"which was likely named for James Grant, an early trapper on the river",,,,,,,1836
41023,Grant ,5.5,14.0,County,Grant County,Oregon,"Named for Ulysses S Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1864
05053,Grant ,37.5,36.0,County,Grant County,Arkansas,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1869
20067,Grant ,19.5,24.0,County,Grant County,Kansas,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1873
22043,Grant ,39.0,45.0,County,Grant County,Louisiana,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1869
27051,Grant ,31.0,5.0,County,Grant County,Minnesota,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1868
31075,Grant ,19.0,13.0,County,Grant County,Nebraska,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1887
35017,Grant ,11.5,30.0,County,Grant County,New Mexico,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1868
38037,Grant ,20.0,7.0,County,Grant County,North Dakota,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1916
40053,Grant ,26.0,27.0,County,Grant County,Oklahoma,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1893
46051,Grant ,28.5,6.0,County,Grant County,South Dakota,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1873
53025,Grant ,5.5,8.0,County,Grant County,Washington,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1909
54023,Grant ,66.0,21.0,County,Grant County,West Virginia,"Named for Ulysses S. Grant, 18th President of the United States (1869–1877).",TRUE,,euro,,,people,man,,,,,,,,,,,1866
01071,Jackson ,51.0,37.0,County,Jackson County,Alabama,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1819
05067,Jackson ,39.5,32.0,County,Jackson County,Arkansas,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1829
08057,Jackson ,13.5,16.0,County,Jackson County,Colorado,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1909
12063,Jackson ,54.5,50.0,County,Jackson County,Florida,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1822
17077,Jackson ,42.0,25.0,County,Jackson County,Illinois,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1816
18071,Jackson ,50.0,21.0,County,Jackson County,Indiana,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1816
19097,Jackson ,42.0,11.0,County,Jackson County,Iowa,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1837
20085,Jackson ,29.0,21.0,County,Jackson County,Kansas,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1859
21109,Jackson ,56.5,28.0,County,Jackson County,Kentucky,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1858
26075,Jackson ,55.0,9.0,County,Jackson County,Michigan,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1832
27063,Jackson ,32.0,9.0,County,Jackson County,Minnesota,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1857
28059,Jackson ,48.0,51.0,County,Jackson County,Mississippi,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1812
29095,Jackson ,33.5,22.0,County,Jackson County,Missouri,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1826
37099,Jackson ,60.0,35.0,County,Jackson County,North Carolina,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1851
39079,Jackson ,58.5,22.0,County,Jackson County,Ohio,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1816
40065,Jackson ,24.5,32.0,County,Jackson County,Oklahoma,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1907
41029,Jackson ,3.5,16.0,County,Jackson County,Oregon,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1852
47087,Jackson ,51.5,32.0,County,Jackson County,Tennessee,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1801
48239,Jackson ,36.0,51.0,County,Jackson County,Texas,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1836
54035,Jackson ,61.5,22.0,County,Jackson County,West Virginia,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1831
55053,Jackson ,41.5,6.0,County,Jackson County,Wisconsin,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1853
46071,Jackson ,19.0,11.0,County,Jackson County,South Dakota,"Named for J.R. Jackson, a legislator of the Dakota Territory.",TRUE,,euro,,,people,man,,,,,,,,,,,1883
13157,Jackson ,59.0,39.0,County,Jackson County,Georgia,"Named for James Jackson, a U.S. Congressman and the 23rd Governor of Georgia.",TRUE,,euro,,,people,man,,,,,,,,,,,1796
22049,Jackson ,38.5,42.0,Parish,Jackson Parish,Louisiana,"Named for Andrew Jackson, the 7th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1845
08059,Jefferson ,15.0,19.0,County,Jefferson County,Colorado,"Named for the extralegal Jefferson Territory (itself named for U.S. President Thomas Jefferson), of which the county was a part from 1859 to 1861.",TRUE,jefferson,euro,,2,place,america,Named for the extralegal Jefferson Territory,people,man,itself named for U.S. President Thomas Jefferson,,,,,,,1861
01073,Jefferson ,49.5,40.0,County,Jefferson County,Alabama,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1819
05069,Jefferson ,38.5,36.0,County,Jefferson County,Arkansas,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1829
12065,Jefferson ,57.5,50.0,County,Jefferson County,Florida,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1827
13163,Jefferson ,63.0,43.0,County,Jefferson County,Georgia,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1796
16051,Jefferson ,10.5,12.0,County,Jefferson County,Idaho,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1913
17081,Jefferson ,43.0,23.0,County,Jefferson County,Illinois,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1839
18077,Jefferson ,51.5,22.0,County,Jefferson County,Indiana,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1810
19101,Jefferson ,38.0,15.0,County,Jefferson County,Iowa,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1839
20087,Jefferson ,30.0,21.0,County,Jefferson County,Kansas,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1855
21111,Jefferson ,51.0,25.0,County,Jefferson County,Kentucky,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1780
28063,Jefferson ,42.0,45.0,County,Jefferson County,Mississippi,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1799
29099,Jefferson ,40.5,24.0,County,Jefferson County,Missouri,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1818
30043,Jefferson ,11.5,8.0,County,Jefferson County,Montana,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1865
31095,Jefferson ,27.0,19.0,County,Jefferson County,Nebraska,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1856
36045,Jefferson ,72.5,10.0,County,Jefferson County,New York,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1805
39081,Jefferson ,62.5,16.0,County,Jefferson County,Ohio,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1797
40067,Jefferson ,27.5,34.0,County,Jefferson County,Oklahoma,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1907
41031,Jefferson ,4.0,13.0,County,Jefferson County,Oregon,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1914
42065,Jefferson ,66.0,15.0,County,Jefferson County,Pennsylvania,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1804
47089,Jefferson ,58.5,32.0,County,Jefferson County,Tennessee,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1792
48245,Jefferson ,37.5,50.0,County,Jefferson County,Texas,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1836
53031,Jefferson ,2.0,5.0,County,Jefferson County,Washington,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1852
54037,Jefferson ,69.0,21.0,County,Jefferson County,West Virginia,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1801
55055,Jefferson ,46.0,9.0,County,Jefferson County,Wisconsin,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1836
22053,Jefferson ,38.0,49.0,Parish,Jefferson Parish,Louisiana,"Named for Thomas Jefferson, the third President of the United States.",TRUE,jefferson,euro,,,people,man,,,,,,,,,,,1825
46083,Lincoln ,28.0,11.0,County,Lincoln County,South Dakota,"Named after Lincoln County, Maine.",TRUE,,euro,English,1+,place,america,,,,,,,,,,,1862
05079,Lincoln ,39.0,37.0,County,Lincoln County,Arkansas,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1871
08073,Lincoln ,17.0,21.0,County,Lincoln County,Colorado,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1889
16063,Lincoln ,9.0,15.0,County,Lincoln County,Idaho,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1895
20105,Lincoln ,24.5,22.0,County,Lincoln County,Kansas,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1867
22061,Lincoln ,38.0,41.0,County,Lincoln County,Louisiana,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1873
27081,Lincoln ,29.5,8.0,County,Lincoln County,Minnesota,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1873
28085,Lincoln ,43.0,45.0,County,Lincoln County,Mississippi,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1870
30053,Lincoln ,9.5,4.0,County,Lincoln County,Montana,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1909
31111,Lincoln ,20.5,16.0,County,Lincoln County,Nebraska,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1860
32017,Lincoln ,8.5,24.0,County,Lincoln County,Nevada,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1866
35027,Lincoln ,14.0,31.0,County,Lincoln County,New Mexico,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1869
40081,Lincoln ,28.5,30.0,County,Lincoln County,Oklahoma,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1893
41041,Lincoln ,1.5,14.0,County,Lincoln County,Oregon,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1893
53043,Lincoln ,6.5,6.0,County,Lincoln County,Washington,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1883
54043,Lincoln ,61.0,25.0,County,Lincoln County,West Virginia,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1867
55069,Lincoln ,43.0,3.0,County,Lincoln County,Wisconsin,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1874
56023,Lincoln ,12.0,15.0,County,Lincoln County,Wyoming,"Named for Abraham Lincoln, the 16th President of the United States.",TRUE,,euro,,,people,man,,,,,,,,,,,1911
13181,Lincoln ,62.5,40.0,County,Lincoln County,Georgia,"Named for Benjamin Lincoln, a leading general in the American Revolutionary War and the first U.S. Secretary of War.",TRUE,,euro,,,people,man,,,,,,,,,,,1796
21137,Lincoln ,54.0,29.0,County,Lincoln County,Kentucky,"Named for Benjamin Lincoln, a leading general in the American Revolutionary War and the first U.S. Secretary of War.",TRUE,,euro,,,people,man,,,,,,,,,,,1780
29113,Lincoln ,39.0,21.0,County,Lincoln County,Missouri,"Named for Benjamin Lincoln, a leading general in the American Revolutionary War and the first U.S. Secretary of War.",TRUE,,euro,,,people,man,,,,,,,,,,,1818
37109,Lincoln ,64.0,35.0,County,Lincoln County,North Carolina,"Named for Benjamin Lincoln, a leading general in the American Revolutionary War and the first U.S. Secretary of War.",TRUE,,euro,,,people,man,,,,,,,,,,,1779
47103,Lincoln ,48.5,36.0,County,Lincoln County,Tennessee,"Named for Benjamin Lincoln, a leading general in the American Revolutionary War and the first U.S. Secretary of War.",TRUE,,euro,,,people,man,,,,,,,,,,,1809
23015,Lincoln ,83.5,10.0,County,Lincoln County,Maine,"Named for the city of Lincoln, England.",TRUE,,euro,English,,place,abroad,,,,,,,,,,,1760
01089,Madison ,50.0,37.0,County,Madison County,Alabama,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1808
05087,Madison ,34.0,31.0,County,Madison County,Arkansas,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1836
12079,Madison ,58.5,50.0,County,Madison County,Florida,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1827
13195,Madison ,63.0,41.0,County,Madison County,Georgia,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1811
16065,Madison ,11.5,12.0,County,Madison County,Idaho,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1913
17119,Madison ,42.0,17.0,County,Madison County,Illinois,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1829
18095,Madison ,51.0,17.0,County,Madison County,Indiana,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1823
19121,Madison ,33.5,14.0,County,Madison County,Iowa,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1846
21151,Madison ,45.0,29.0,County,Madison County,Kentucky,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1785
28089,Madison ,43.5,42.0,County,Madison County,Mississippi,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1828
29123,Madison ,37.5,24.0,County,Madison County,Missouri,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1818
36053,Madison ,71.5,12.0,County,Madison County,New York,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1806
37115,Madison ,73.5,36.0,County,Madison County,North Carolina,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1851
39097,Madison ,57.0,17.0,County,Madison County,Ohio,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1810
47113,Madison ,49.0,35.0,County,Madison County,Tennessee,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1821
48313,Madison ,27.0,41.0,County,Madison County,Texas,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1853
51113,Madison ,68.5,24.0,County,Madison County,Virginia,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1792
31119,Madison ,20.0,15.0,County,Madison County,Nebraska,"Named for Madison, the capital of Wisconsin and the origin of most early settlers in the county, which was itself named for James Madison.",TRUE,madison,euro,,,place,america,,,,,,,,,,,1856
30057,Madison ,15.5,4.0,County,Madison County,Montana,"Named for The Madison River, itself named for James Madison.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1865
22065,Madison ,41.0,43.0,Parish,Madison Parish,Louisiana,"Named for James Madison, the 4th President of the United States.",TRUE,madison,euro,,,people,man,,,,,,,,,,,1838
20115,Marion ,27.5,20.0,County,Marion County,Kansas,"Named after Marion County, Ohio.",TRUE,,euro,,1+,place,america,,,,,,,,,,,1855
12083,Marion ,64.0,51.0,County,Marion County,Florida,"Named for Francis Marion, a Continental Army officer nicknamed the “Swamp Fox” for his activity in the Southern Theater of the American Revolutionary War.",TRUE,,euro,,,people,man,,,,,,,,,,,1844
13189,Marion ,57.0,45.0,County,Marion County,Georgia,"Named for Francis Marion, a Continental Army officer nicknamed the “Swamp Fox” for his activity in the Southern Theater of the American Revolutionary War.",TRUE,,euro,,,people,man,,,,,,,,,,,1827
